,prompts,keys,outputs
414,"New Zealand Wellington, United Arab Emirates Abu Dhabi, Thailand Bangkok, Peru Lima, Guinea Conakry, Canada Ottawa, Laos",Vientiane,"Vientiane, Fiji Nadi, United States Washington"
415,"India New Delhi, Oman Muscat, Ecuador Quito, Venezuela Caracas, Sudan Khartoum, Israel Jerusalem, Sweden",Stockholm,"Stockholm, Sweden, Switzerland Geneva, UAE Dubai"
416,"Myanmar Nay Pyi Taw, Austria Vienna, Canada Ottawa, Albania Tirana, Trinidad and Tobago Port-of-Spain, Peru Lima, Republic of the Congo",Brazzaville,"Brazzaville, Argentina Buenos Aires, Australia Canber"
417,"Turkey Ankara, Australia Canberra, Eritrea Asmara, Azerbaijan Baku, Canada Ottawa, Netherlands Amsterdam, Guatemala",Guatemala City,"Guatemala, Honduras Tegucigal"
418,"Jordan Amman, Croatia Zagreb, Benin Porto-Novo, Germany Berlin, Equatorial Guinea Malabo, United States Washington, D.C., Guinea",Conakry,"Conakry, United States Washington, D.C.,"
419,"Myanmar Nay Pyi Taw, Djibouti Djibouti, Sri Lanka Colombo, South Africa Pretoria, Eswatini Mbabane, Denmark Copenhagen, Bahrain",Manama,"Manama, Kuwait Kuwait City, O"
420,"Sudan Khartoum, Mali Bamako, Australia Canberra, Sri Lanka Colombo, United States Washington, D.C., Greece Athens, Norway",Oslo,"Oslo, South Sudan Juba, Yemen S"
421,"Nigeria Abuja, Equatorial Guinea Malabo, Central African Republic Bangui, India New Delhi, Chad N'Djamena, Niger Niamey, Guatemala",Guatemala City,"Guatemala City, Mali Bamako, China"
422,"Latvia Riga, Mauritius Port Louis, Taiwan Taipei, Sri Lanka Colombo, Central African Republic Bangui, Cameroon Yaounde, Timor-Leste",Dili,"Dili, Iceland Reykjavik, Niger"
423,"Trinidad and Tobago Port-of-Spain, Netherlands Amsterdam, Gambia Banjul, Switzerland Bern, Tunisia Tunis, Kuwait Kuwait City, Ireland",Dublin,"Dublin, Italy Rome, Spain Madrid, United States New York"
424,"Brazil Brasilia, United Kingdom London, Ghana Accra, South Africa Pretoria, Ecuador Quito, Mexico Mexico City, Botswana",Gaborone,"Gaborone, Canada Toronto, Chile Santiago, China Be"
425,"El Salvador San Salvador, United Arab Emirates Abu Dhabi, Namibia Windhoek, Vietnam Hanoi, Timor-Leste Dili, Myanmar Nay Pyi Taw, South Korea",Seoul,"Seoul, Tanzania Dar es Salaam,"
426,"Ireland Dublin, South Africa Pretoria, Cameroon Yaounde, Sweden Stockholm, Guinea-Bissau Bissau, Canada Ottawa, Norway",Oslo,"Oslo, Germany Berlin, Spain Madrid, United States of"
427,"Cameroon Yaounde, South Korea Seoul, Gambia Banjul, Cyprus Nicosia, Belarus Minsk, Taiwan Taipei, Nepal",Kathmandu,"Kathmandu, Kenya Nairobi, Niger"
428,"Sri Lanka Colombo, Poland Warsaw, Liberia Monrovia, Burundi Bujumbura, Nigeria Abuja, Nicaragua Managua, Nepal",Kathmandu,"Kathmandu, Philippines Manila, Saudi Arab"
429,"Cameroon Yaounde, Sri Lanka Colombo, Burundi Bujumbura, Togo Lomé, Honduras Tegucigalpa, Hungary Budapest, Guatemala",Guatemala City,"Guatemala City, Mali Bamako, Eth"
430,"Tajikistan Dushanbe, United Arab Emirates Abu Dhabi, Timor-Leste Dili, Vietnam Hanoi, Bulgaria Sofia, Australia Canberra, North Korea",Pyongyang,"Pyongyang, Canada Ottawa, United States Washington"
431,"Switzerland Bern, Ivory Coast Yamoussoukro, Cuba Havana, United Arab Emirates Abu Dhabi, Central African Republic Bangui, Sierra Leone Freetown, Botswana",Gaborone,"Gaborone, Cameroon Yaounde, Al"
432,"Equatorial Guinea Malabo, Canada Ottawa, Russia Moscow, DR Congo Kinshasa, Benin Porto-Novo, Slovenia Ljubljana, Sudan",Khartoum,"Khartoum, Spain Madrid, USA New York,"
433,"Estonia Tallinn, South Africa Pretoria, Brazil Brasilia, Argentina Buenos Aires, Syria Damascus, India New Delhi, Eritrea",Asmara,"Asmara, Egypt Cairo, Ethiopia Add"
434,"Slovakia Bratislava, Morocco Rabat, United States Washington, D.C., China Beijing, Panama Panama City, Malaysia Kuala Lumpur, Italy",Rome,"Rome, Turkey Ankara, and more
Govern"
435,"Lithuania Vilnius, Ivory Coast Yamoussoukro, United States Washington, D.C., Vietnam Hanoi, Bahrain Manama, Chile Santiago, Moldova",Chisinau,"Chisinau, United Arab Emirates Dubai"
436,"Brazil Brasilia, Zimbabwe Harare, Cameroon Yaounde, United Arab Emirates Abu Dhabi, Belgium Brussels, Italy Rome, Madagascar",Antananarivo,"Antananarivo, China Beijing, Mexico"
437,"Cameroon Yaounde, Sweden Stockholm, South Africa Pretoria, India New Delhi, United Kingdom London, Mali Bamako, Algeria",Algiers,"Algiers, Nigeria Abuja, Kenya"
438,"Ukraine Kiev, Zambia Lusaka, Slovakia Bratislava, Ecuador Quito, Trinidad and Tobago Port-of-Spain, Gambia Banjul, Senegal",Dakar,"Dakar, United Arab Emirates Dubai, United"
439,"South Africa Pretoria, Belgium Brussels, Canada Ottawa, Mexico Mexico City, Palestine Ramallah, Turkey Ankara, Portugal",Lisbon,"Lisbon, United States of America Washington D.C.,"
440,"Puerto Rico San Juan, United Arab Emirates Abu Dhabi, Italy Rome, Kazakhstan Nursultan, Jamaica Kingston, Brazil Brasilia, Turkmenistan",Ashgabat,"Ashgabat, United States San Juan, Italy Rome"
441,"Mauritius Port Louis, Philippines Manila, Chile Santiago, Israel Jerusalem, Albania Tirana, Burundi Bujumbura, Malaysia",Kuala Lumpur,"Kuala Lumpur, Mauritius Port Louis"
442,"Burkina Faso Ouagadougou, Cameroon Yaounde, South Africa Pretoria, Tanzania Dodoma, Ireland Dublin, Spain Madrid, North Korea",Pyongyang,"Pyongyang, South Korea Seoul, Switzerland Bern"
443,"Trinidad and Tobago Port-of-Spain, Nigeria Abuja, Singapore Singapore, Georgia Tbilisi, Guinea-Bissau Bissau, New Zealand Wellington, Colombia",Bogota,"Bogotá, South Africa Cape Town, France Paris,"
444,"Tanzania Dodoma, Brazil Brasilia, Russia Moscow, Eswatini Mbabane, Equatorial Guinea Malabo, Ethiopia Addis Ababa, Central African Republic",Bangui,"Bangui, South Africa Pretoria, Egypt Cairo"
445,"United Arab Emirates Abu Dhabi, Bulgaria Sofia, Guatemala Guatemala City, Myanmar Nay Pyi Taw, Portugal Lisbon, China Beijing, El Salvador",San Salvador,"San Salvador, India Mumbai, Indonesia Jakarta"
446,"Singapore Singapore, Ireland Dublin, Bolivia Sucre, Trinidad and Tobago Port-of-Spain, Guinea-Bissau Bissau, Ecuador Quito, Russia",Moscow,"Moscow, United States New York, United States Los Angeles,"
447,"Israel Jerusalem, United States Washington, D.C., Mauritius Port Louis, Bolivia Sucre, Azerbaijan Baku, Liberia Monrovia, Mongolia",Ulaanbaatar,"Ulaanbaatar, Colombia Bogotá, Turk"
448,"Bolivia Sucre, Georgia Tbilisi, Denmark Copenhagen, Kuwait Kuwait City, Benin Porto-Novo, Canada Ottawa, Germany",Berlin,"Frankfurt, Ghana Accra, Hong Kong Hong Kong,"
449,"Serbia Belgrade, United States Washington, D.C., Hong Kong Hong Kong, Turkey Ankara, Brazil Brasilia, Libya Tripoli, Tunisia",Tunis,"Tunis, India New Delhi, United Arab Emir"
450,"Bolivia Sucre, Tunisia Tunis, China Beijing, Cuba Havana, Syria Damascus, South Africa Pretoria, Bulgaria",Sofia,"Sofia, Colombia Bogota, India New Delhi,"
451,"Pakistan Islamabad, Panama Panama City, Yemen Sanaa, Ukraine Kiev, Nigeria Abuja, Bolivia Sucre, Mozambique",Maputo,"Maputo, Nigeria Abuja, Brazil Brasilia"
452,"Taiwan Taipei, Philippines Manila, Ukraine Kiev, Algeria Algiers, Botswana Gaborone, United States Washington, D.C., South Korea",Seoul,"Seoul, United States New York, United States Houston,"
453,"Lithuania Vilnius, Syria Damascus, Ecuador Quito, Mozambique Maputo, Burundi Bujumbura, Ivory Coast Yamoussoukro, Portugal",Lisbon,"Lisbon, Italy Rome, Tajikistan Dush"
454,"Portugal Lisbon, Brazil Brasilia, Tanzania Dodoma, Gabon Libreville, Norway Oslo, India New Delhi, Syria",Damascus,"Damascus, China Beijing, United Arab Em"
455,"Greece Athens, Yemen Sanaa, Angola Luanda, Sri Lanka Colombo, Israel Jerusalem, Ecuador Quito, Singapore",Singapore,"Singapore, Indonesia Jakarta, United States New York,"
456,"DR Congo Kinshasa, Kuwait Kuwait City, Burundi Bujumbura, Philippines Manila, South Africa Pretoria, Chile Santiago, Zimbabwe",Harare,"Harare, Botswana Gaborone, Eth"
457,"Canada Ottawa, Turkey Ankara, Honduras Tegucigalpa, Algeria Algiers, Ivory Coast Yamoussoukro, Armenia Yerevan, Czech Republic",Prague,"Prague, Croatia Zagreb, Denmark Copen"
458,"Philippines Manila, Brazil Brasilia, Israel Jerusalem, Croatia Zagreb, Uzbekistan Tashkent, Namibia Windhoek, Yemen",Sanaa,"Sanaa, Kyrgyzstan Bishke"
459,"Chile Santiago, Costa Rica San José, Turkey Ankara, Turkmenistan Ashgabat, Myanmar Nay Pyi Taw, United Arab Emirates Abu Dhabi, Egypt",Cairo,"Cairo, United States Washington, D.C., United"
460,"Philippines Manila, Belgium Brussels, Equatorial Guinea Malabo, Portugal Lisbon, Italy Rome, South Africa Pretoria, Mauritius",Port Louis,"Port Louis, United Kingdom London, Greece Athens, United"
461,"Malaysia Kuala Lumpur, Israel Jerusalem, Canada Ottawa, Myanmar Nay Pyi Taw, Sweden Stockholm, Liberia Monrovia, Sierra Leone",Freetown,"Freetown, Nigeria Abuja, United States"
462,"Ghana Accra, Republic of the Congo Brazzaville, Taiwan Taipei, Canada Ottawa, Burundi Bujumbura, Cuba Havana, Chad",N'Djamena,"N'Djamena, Equatorial Guinea Malab"
463,"Finland Helsinki, Pakistan Islamabad, Bolivia Sucre, Estonia Tallinn, Bosnia and Herzegovina Sarajevo, Cameroon Yaounde, Guinea",Conakry,"Bissau Bissau, Georgia Tbilisi,"
464,"Somalia Mogadishu, Turkey Ankara, Georgia Tbilisi, Nepal Kathmandu, Pakistan Islamabad, South Africa Pretoria, Laos",Vientiane,"Vientiane, China Beijing, Pakistan Islamabad"
465,"Cambodia Phnom Penh, Estonia Tallinn, Germany Berlin, Philippines Manila, Trinidad and Tobago Port-of-Spain, Taiwan Taipei, El Salvador",San Salvador,"San Salvador, India New Delhi, Hong Kong Hong Kong"
466,"Trinidad and Tobago Port-of-Spain, Ecuador Quito, Uganda Kampala, North Macedonia Skopje, Bolivia Sucre, Kyrgyzstan Bishkek, Thailand",Bangkok,"Chiang Mai, China Shanghai, China Shenzhen"
467,"Bangladesh Dhaka, Myanmar Nay Pyi Taw, United Arab Emirates Abu Dhabi, Hong Kong Hong Kong, Senegal Dakar, Nigeria Abuja, Madagascar",Antananarivo,"Antananarivo, India New Delhi, Japan"
468,"Benin Porto-Novo, Turkey Ankara, China Beijing, Angola Luanda, Cyprus Nicosia, Bahrain Manama, Eswatini",Mbabane,"Mbabane, Iran Tehran, Nigeria"
469,"Sweden Stockholm, Gambia Banjul, Vietnam Hanoi, China Beijing, Uzbekistan Tashkent, Eritrea Asmara, Yemen",Sanaa,"Sana'a, Uganda Kampala,"
470,"Kazakhstan Nursultan, Morocco Rabat, Sri Lanka Colombo, Eritrea Asmara, Haiti Port-au-Prince, Mozambique Maputo, Guinea-Bissau",Bissau,"Bissau, Uzbekistan Tashkent"
471,"Nepal Kathmandu, Australia Canberra, Myanmar Nay Pyi Taw, Central African Republic Bangui, Israel Jerusalem, Kyrgyzstan Bishkek, Mauritania",Nouakchott,"Nouakchott, Mongolia Ulaanba"
472,"Taiwan Taipei, Czech Republic Prague, Nigeria Abuja, Benin Porto-Novo, Croatia Zagreb, Moldova Chisinau, Venezuela",Caracas,"Caracas, Germany Berlin, United States of America Washington"
473,"DR Congo Kinshasa, Vietnam Hanoi, Malaysia Kuala Lumpur, Israel Jerusalem, Morocco Rabat, Netherlands Amsterdam, Moldova",Chisinau,"Chisinau, Nigeria Lagos, Rw"
474,"Slovakia Bratislava, Puerto Rico San Juan, Ivory Coast Yamoussoukro, India New Delhi, Algeria Algiers, Vietnam Hanoi, Oman",Muscat,"Muscat, Italy Rome, Brazil Brasilia, Singapore Singapore"
475,"Nigeria Abuja, Palestine Ramallah, United Arab Emirates Abu Dhabi, United Kingdom London, North Macedonia Skopje, Burundi Bujumbura, Chad",N'Djamena,"N'Djamena, China Beijing,"
476,"Australia Canberra, Nigeria Abuja, Benin Porto-Novo, Argentina Buenos Aires, Uzbekistan Tashkent, Kenya Nairobi, Denmark",Copenhagen,"Copenhagen, Finland Helsinki, Spain Madrid,"
477,"Libya Tripoli, Argentina Buenos Aires, Tanzania Dodoma, Oman Muscat, Taiwan Taipei, Kazakhstan Nursultan, Rwanda",Kigali,"Kigali, Russia Moscow, Bangladesh Dh"
478,"Ireland Dublin, Jamaica Kingston, China Beijing, Pakistan Islamabad, Ghana Accra, Israel Jerusalem, Egypt",Cairo,"Cairo, Russia Moscow, Mexico City, Canada Ottawa"
479,"Laos Vientiane, Cameroon Yaounde, South Africa Pretoria, Russia Moscow, Zimbabwe Harare, United Arab Emirates Abu Dhabi, Oman",Muscat,"Muscat, Ghana Accra, China Beijing"
480,"Poland Warsaw, Laos Vientiane, Morocco Rabat, Canada Ottawa, Cameroon Yaounde, Eswatini Mbabane, Bahrain",Manama,"Manama, India New Delhi, Italy Rome, Lith"
481,"Australia Canberra, Dominican Republic Santo Domingo, Bahrain Manama, Pakistan Islamabad, Honduras Tegucigalpa, Tanzania Dodoma, Somalia",Mogadishu,"Mogadishu, Zimbabwe Harare"
482,"Russia Moscow, Switzerland Bern, New Zealand Wellington, China Beijing, Paraguay Asunción, Thailand Bangkok, Slovenia",Ljubljana,"Ljubljana, United Kingdom London, Spain Madrid,"
483,"United States Washington, D.C., Ecuador Quito, Myanmar Nay Pyi Taw, Slovenia Ljubljana, Oman Muscat, Afghanistan Kabul, Bahrain",Manama,"Manama, Bangladesh Dhaka, Brune"
484,"Togo Lomé, Trinidad and Tobago Port-of-Spain, Nepal Kathmandu, United States Washington, D.C., Benin Porto-Novo, Madagascar Antananarivo, Russia",Moscow,"Moscow, China Beijing, France Paris, United Kingdom"
485,"Kazakhstan Nursultan, Central African Republic Bangui, Pakistan Islamabad, China Beijing, Ireland Dublin, Libya Tripoli, Greece",Athens,"Athens, Italy Rome, Iran Tehran, Turk"
486,"South Africa Pretoria, Sri Lanka Colombo, Ethiopia Addis Ababa, Nigeria Abuja, Hong Kong Hong Kong, Uruguay Montevideo, Hungary",Budapest,"Budapest, Ghana Accra, United Arab Emirates"
487,"Cyprus Nicosia, South Sudan Juba, Azerbaijan Baku, Bolivia Sucre, Ivory Coast Yamoussoukro, New Zealand Wellington, Guinea",Conakry,"Conakry, Venezuela Caracas, Zambia"
488,"Yemen Sanaa, China Beijing, Nigeria Abuja, Sierra Leone Freetown, Morocco Rabat, Peru Lima, Norway",Oslo,"Oslo, United Kingdom London, United States Washington, United"
489,"Uzbekistan Tashkent, United Arab Emirates Abu Dhabi, Moldova Chisinau, China Beijing, Timor-Leste Dili, Philippines Manila, Tunisia",Tunis,"Tunis, Turkey Istanbul, Turkmenistan Ash"
490,"India New Delhi, Ukraine Kiev, Tajikistan Dushanbe, Taiwan Taipei, Puerto Rico San Juan, Gambia Banjul, Jordan",Amman,"Amman, Kazakhstan Almaty, Kyr"
491,"Kazakhstan Nursultan, Sri Lanka Colombo, Philippines Manila, Saudi Arabia Riyadh, Kyrgyzstan Bishkek, Turkmenistan Ashgabat, United Kingdom",London,"London, United States New York, United States New York,"
492,"China Beijing, Oman Muscat, Ecuador Quito, Latvia Riga, Nigeria Abuja, Papua New Guinea Port Moresby, Mexico",Mexico City,"Mexico City, and Spain Madrid.
In the 2"
493,"Bolivia Sucre, Philippines Manila, Denmark Copenhagen, Bahrain Manama, Morocco Rabat, Botswana Gaborone, Mexico",Mexico City,"Mexico City, Australia Sydney, Brazil Rio de Janeiro, Costa"
494,"Trinidad and Tobago Port-of-Spain, Somalia Mogadishu, Albania Tirana, Australia Canberra, Sweden Stockholm, Israel Jerusalem, Moldova",Chisinau,"Chisinau, Canada Toronto, Bahamas N"
495,"Tanzania Dodoma, Indonesia Jakarta, Nigeria Abuja, Benin Porto-Novo, United Kingdom London, Thailand Bangkok, Dominican Republic",Santo Domingo,"Santo Domingo, Ethiopia Addis Ababa,"
496,"Afghanistan Kabul, Azerbaijan Baku, India New Delhi, Sri Lanka Colombo, Laos Vientiane, Morocco Rabat, Puerto Rico",San Juan,"San Juan, Singapore Singapore, Spain Madrid, Tajik"
497,"Slovakia Bratislava, Ecuador Quito, Cyprus Nicosia, Switzerland Bern, Sri Lanka Colombo, Yemen Sanaa, Costa Rica",San José,"San Jose, Denmark Copenhagen, Germany Berlin,"
498,"Mauritius Port Louis, Croatia Zagreb, Israel Jerusalem, Brazil Brasilia, Angola Luanda, Morocco Rabat, Chile",Santiago,"Santiago, and others.
The 11th International"
499,"Honduras Tegucigalpa, Papua New Guinea Port Moresby, Benin Porto-Novo, France Paris, South Africa Pretoria, Nigeria Abuja, Denmark",Copenhagen,"Copenhagen, Germany Berlin, United Kingdom London, United"
