,prompts,keys,outputs
411,"Pennsylvania Harrisburg, Michigan Lansing, New Jersey Trenton, Mississippi Jackson, Iowa Des Moines, Nebraska Lincoln, Georgia",Atlanta,"Atlanta, Florida Orlando, Florida Tampa, Florida Miami"
412,"Arkansas Little Rock, Rhode Island Providence, Nebraska Lincoln, New Mexico Santa Fe, Louisiana Baton Rouge, Georgia Atlanta, Wyoming",Cheyenne,"Laramie, Colorado Colorado Springs, Arizona Tuc"
413,"Rhode Island Providence, Colorado Denver, New York Albany, Texas Austin, California Sacramento, Arkansas Little Rock, Mississippi",Jackson,"Jackson, Missouri Kansas City, Oklahoma City, Oklahoma City,"
414,"Arizona Phoenix, South Carolina Columbia, Rhode Island Providence, Tennessee Nashville, Nevada Carson City, Montana Helena, New Jersey",Trenton,"Trenton, North Carolina Raleigh, Ohio Columb"
415,"West Virginia Charleston, Nebraska Lincoln, Ohio Columbus, Georgia Atlanta, Tennessee Nashville, Rhode Island Providence, Arizona",Phoenix,"Phoenix, North Dakota Fargo, Oregon Portland,"
416,"New Jersey Trenton, West Virginia Charleston, Massachusetts Boston, New Hampshire Concord, Virginia Richmond, Mississippi Jackson, Oklahoma",Oklahoma City,"
Cleveland, Ohio Columbus, Ohio Toledo"
417,"Florida Tallahassee, New Jersey Trenton, Nevada Carson City, Virginia Richmond, Idaho Boise, Tennessee Nashville, Georgia",Atlanta,"Atlanta, Wisconsin Milwaukee, Ohio Cleveland, Indiana"
418,"Wyoming Cheyenne, Minnesota St. Paul, Louisiana Baton Rouge, New Jersey Trenton, Tennessee Nashville, Washington Olympia, Delaware",Dover,"Dover, Oklahoma Oklahoma City, North Carolina Raleigh"
419,"Georgia Atlanta, Kansas Topeka, South Carolina Columbia, Texas Austin, Idaho Boise, Arizona Phoenix, Mississippi",Jackson,"Jackson, Tennessee Memphis, Ohio Cleveland, Ohio To"
420,"Arizona Phoenix, Idaho Boise, Iowa Des Moines, Montana Helena, New Hampshire Concord, Wisconsin Madison, New Jersey",Trenton,"Trenton, North Carolina Raleigh, South Dak"
421,"Delaware Dover, Oklahoma Oklahoma City, Maryland Annapolis, Kansas Topeka, Florida Tallahassee, Arizona Phoenix, Massachusetts",Boston,"Boston, Missouri Jefferson City, Nevada Reno, California"
422,"New Jersey Trenton, Florida Tallahassee, Oklahoma Oklahoma City, Oregon Salem, Wyoming Cheyenne, Nevada Carson City, Utah",Salt Lake City,"Salt Lake City, District of Columbia Washington, District of Columbia"
423,"Nevada Carson City, Colorado Denver, Idaho Boise, Arizona Phoenix, Virginia Richmond, North Carolina Raleigh, Tennessee",Nashville,"Memphis, Minnesota Minneapolis, Minnesota, Wisconsin"
424,"California Sacramento, Minnesota St. Paul, Arizona Phoenix, Delaware Dover, Texas Austin, Rhode Island Providence, Mississippi",Jackson,"Jackson, Indiana Indianapolis, Utah Salt Lake City,"
425,"Wyoming Cheyenne, Kansas Topeka, Oklahoma Oklahoma City, Mississippi Jackson, California Sacramento, Missouri Jefferson City, Arkansas",Little Rock,"
Wyoming Cheyenne, Kansas Topeka"
426,"Kentucky Frankfort, Alabama Montgomery, Idaho Boise, Tennessee Nashville, Mississippi Jackson, Texas Austin, Massachusetts",Boston,"Springfield, California Oakland, Texas San Francisco, Id"
427,"South Dakota Pierre, Arkansas Little Rock, Rhode Island Providence, Hawaii Honolulu, West Virginia Charleston, Oregon Salem, Tennessee",Nashville,"Nashville, Tennessee Nashville, Michigan Detroit, Mississippi Jackson"
428,"South Dakota Pierre, Colorado Denver, Illinois Springfield, Wyoming Cheyenne, North Carolina Raleigh, Arkansas Little Rock, Arizona",Phoenix,"Phoenix, Oklahoma City, Oklahoma Houston, San Antonio, Dallas"
429,"Idaho Boise, Arkansas Little Rock, New Mexico Santa Fe, Alabama Montgomery, Tennessee Nashville, Illinois Springfield, New Jersey",Trenton,"Trenton, North Carolina Raleigh, Florida Jackson"
430,"Massachusetts Boston, Michigan Lansing, Wyoming Cheyenne, Wisconsin Madison, Arkansas Little Rock, Maine Augusta, Georgia",Atlanta,"Atlanta, California Sacramento, California, New York Alb"
431,"Georgia Atlanta, Michigan Lansing, Virginia Richmond, Arizona Phoenix, New Jersey Trenton, Minnesota St. Paul, Arkansas",Little Rock,"Little Rock, North Carolina Raleigh, Oklahoma Oklahoma City"
432,"South Carolina Columbia, New Hampshire Concord, Minnesota St. Paul, Iowa Des Moines, Oklahoma Oklahoma City, Delaware Dover, New Jersey",Trenton,"Trenton, North Carolina Raleigh, Nevada"
433,"Kansas Topeka, Kentucky Frankfort, Delaware Dover, Michigan Lansing, Tennessee Nashville, New Jersey Trenton, Indiana",Indianapolis,"Indianapolis, New York Albany, West Virginia Charl"
434,"Michigan Lansing, New Mexico Santa Fe, Indiana Indianapolis, Idaho Boise, Rhode Island Providence, West Virginia Charleston, Delaware",Dover,"Dover, Utah Salt Lake City, Massachusetts Boston,"
435,"Massachusetts Boston, North Dakota Bismarck, Arizona Phoenix, Wyoming Cheyenne, Montana Helena, Florida Tallahassee, Iowa",Des Moines,"Des Moines, Colorado Denver, Minnesota Minneapolis"
436,"Mississippi Jackson, Montana Helena, Washington Olympia, Georgia Atlanta, Tennessee Nashville, Nevada Carson City, New Jersey",Trenton,"Trenton, New York Albany, New York New"
437,"Idaho Boise, Louisiana Baton Rouge, Arkansas Little Rock, Illinois Springfield, West Virginia Charleston, New Jersey Trenton, Wyoming",Cheyenne,"Cheyenne, Indiana Indianapolis, Tennessee Nashville,"
438,"Illinois Springfield, Pennsylvania Harrisburg, Kentucky Frankfort, Utah Salt Lake City, Idaho Boise, Indiana Indianapolis, Mississippi",Jackson,"Little Rock, Oklahoma Oklahoma City, Arizona Tucson,"
439,"Massachusetts Boston, Virginia Richmond, Florida Tallahassee, Kansas Topeka, Indiana Indianapolis, Tennessee Nashville, Utah",Salt Lake City,"Salt Lake City, Nebraska Lincoln, Missouri Jefferson City"
440,"Indiana Indianapolis, Missouri Jefferson City, Hawaii Honolulu, South Dakota Pierre, Alaska Juneau, New Jersey Trenton, Idaho",Boise,"Boise, Utah Salt Lake City, Wyoming Che"
441,"Colorado Denver, Kentucky Frankfort, Oklahoma Oklahoma City, Minnesota St. Paul, West Virginia Charleston, Massachusetts Boston, Arkansas",Little Rock,"Little Rock, Louisiana Baton Rouge, New York Alb"
442,"Alaska Juneau, Kentucky Frankfort, Arkansas Little Rock, Ohio Columbus, Rhode Island Providence, Georgia Atlanta, Hawaii",Honolulu,"Honolulu, Montana Helena, North Dakota"
443,"Georgia Atlanta, New Jersey Trenton, Idaho Boise, North Dakota Bismarck, North Carolina Raleigh, Maine Augusta, Tennessee",Nashville,"Knoxville, North Dakota Fargo, South Dak"
444,"Nebraska Lincoln, Texas Austin, Oklahoma Oklahoma City, Pennsylvania Harrisburg, Indiana Indianapolis, Rhode Island Providence, Mississippi",Jackson,"Jackson, Alabama Birmingham, Illinois Chicago, Missouri Kansas City"
445,"New Hampshire Concord, Iowa Des Moines, Hawaii Honolulu, Florida Tallahassee, West Virginia Charleston, Indiana Indianapolis, Rhode Island",Providence,"Providence, Pennsylvania Philadelphia, California Sacramento, Texas"
446,"Wisconsin Madison, Kansas Topeka, Minnesota St. Paul, Georgia Atlanta, Iowa Des Moines, Delaware Dover, Mississippi",Jackson,"Jackson, Missouri Jefferson City, Louisiana Baton Rouge,"
447,"Idaho Boise, Georgia Atlanta, Kentucky Frankfort, New York Albany, Indiana Indianapolis, Maine Augusta, Delaware",Dover,"Dover, Minnesota St. Paul, Maryland Annapolis,"
448,"Arkansas Little Rock, Alabama Montgomery, Utah Salt Lake City, Montana Helena, North Dakota Bismarck, Idaho Boise, Georgia",Atlanta,"Atlanta, Mississippi Jackson, Louisiana Baton Rouge, North"
449,"Maine Augusta, Ohio Columbus, Virginia Richmond, Utah Salt Lake City, Iowa Des Moines, Delaware Dover, Wyoming",Cheyenne,"Cheyenne, Louisiana Baton Rouge, Wisconsin Mad"
450,"Colorado Denver, Maine Augusta, Maryland Annapolis, Indiana Indianapolis, Pennsylvania Harrisburg, Delaware Dover, Georgia",Atlanta,"Atlanta, Illinois Springfield, Iowa Des Moines, Kansas"
451,"New Jersey Trenton, Kentucky Frankfort, Virginia Richmond, Ohio Columbus, Idaho Boise, Iowa Des Moines, Utah",Salt Lake City,"Salt Lake City, Utah Portland, Oregon Seattle,"
452,"Kansas Topeka, Montana Helena, Virginia Richmond, Oklahoma Oklahoma City, Wyoming Cheyenne, Arizona Phoenix, Utah",Salt Lake City,"Salt Lake City, New Mexico Albuquerque, Neb"
453,"Oregon Salem, Virginia Richmond, Arizona Phoenix, New Jersey Trenton, Utah Salt Lake City, Connecticut Hartford, Hawaii",Honolulu,"
Washington, D.C., New York, California"
454,"Nebraska Lincoln, Mississippi Jackson, Tennessee Nashville, New Jersey Trenton, Pennsylvania Harrisburg, Connecticut Hartford, Georgia",Atlanta,"Augusta, Maine Bangor, Maine Portland, Maine"
455,"Iowa Des Moines, Kentucky Frankfort, Utah Salt Lake City, North Dakota Bismarck, Michigan Lansing, Wyoming Cheyenne, Massachusetts",Boston,"Boston, Oregon Salem, New Mexico Santa Fe, South"
456,"Delaware Dover, Idaho Boise, South Carolina Columbia, Michigan Lansing, Georgia Atlanta, Kentucky Frankfort, Indiana",Indianapolis,"Indianapolis, New York Albany, Tennessee Nashville,"
457,"Arizona Phoenix, New Mexico Santa Fe, Michigan Lansing, Mississippi Jackson, Alaska Juneau, Utah Salt Lake City, Tennessee",Nashville,"Memphis, Texas El Paso, Nevada Las"
458,"Ohio Columbus, New York Albany, New Mexico Santa Fe, Mississippi Jackson, Arkansas Little Rock, Rhode Island Providence, New Jersey",Trenton,"Trenton, Indiana Indianapolis, Iowa Des Moines"
459,"Ohio Columbus, Wisconsin Madison, Maryland Annapolis, Rhode Island Providence, Tennessee Nashville, New Jersey Trenton, Arizona",Phoenix,"Phoenix, Nevada Las Vegas, Virginia Richmond, Indiana"
460,"Utah Salt Lake City, Texas Austin, California Sacramento, New Jersey Trenton, Nebraska Lincoln, Idaho Boise, Indiana",Indianapolis,"Bloomington, Florida
Fort Worth, Texas"
461,"Oregon Salem, Hawaii Honolulu, Rhode Island Providence, Minnesota St. Paul, Arizona Phoenix, Washington Olympia, Delaware",Dover,"Dover, Iowa Des Moines, Tennessee Nashville,"
462,"Washington Olympia, West Virginia Charleston, Mississippi Jackson, Arizona Phoenix, Georgia Atlanta, North Dakota Bismarck, Massachusetts",Boston,"
North Dakota South Dakota Minnesota Michigan Michigan Neb"
463,"North Carolina Raleigh, Wisconsin Madison, New Hampshire Concord, Hawaii Honolulu, Arizona Phoenix, Colorado Denver, Iowa",Des Moines,"Des Moines, Minnesota Minneapolis, Missouri St."
464,"Delaware Dover, West Virginia Charleston, Arkansas Little Rock, New Jersey Trenton, South Carolina Columbia, Maine Augusta, Arizona",Phoenix,"Phoenix, Illinois Springfield, Louisiana Baton Rouge,"
465,"Connecticut Hartford, Washington Olympia, Utah Salt Lake City, Iowa Des Moines, Michigan Lansing, Mississippi Jackson, Oklahoma",Oklahoma City,"Oklahoma City, North Carolina Raleigh, South Carolina Columbia"
466,"Idaho Boise, Massachusetts Boston, Washington Olympia, Wyoming Cheyenne, Nevada Carson City, Alabama Montgomery, Delaware",Dover,"Dover, New Hampshire Concord, North Dakota"
467,"Hawaii Honolulu, Alaska Juneau, Colorado Denver, Ohio Columbus, New Hampshire Concord, Rhode Island Providence, Georgia",Atlanta,"Savannah, Florida Jacksonville, Florida Miami, Florida"
468,"Maine Augusta, New Mexico Santa Fe, Mississippi Jackson, Oklahoma Oklahoma City, Wyoming Cheyenne, Virginia Richmond, Tennessee",Nashville,"Nashville, Tennessee Memphis, Tennessee Knoxville"
469,"Vermont Montpelier, Pennsylvania Harrisburg, Arizona Phoenix, Utah Salt Lake City, Colorado Denver, South Carolina Columbia, Delaware",Dover,"Philadelphia, Pennsylvania Washington, District of Columbia
Between"
470,"Arkansas Little Rock, Pennsylvania Harrisburg, Illinois Springfield, Massachusetts Boston, Colorado Denver, Kansas Topeka, Mississippi",Jackson,"Missouri Kansas City, Nebraska Omaha, North"
471,"Florida Tallahassee, Illinois Springfield, Massachusetts Boston, Colorado Denver, Arkansas Little Rock, Wisconsin Madison, Mississippi",Jackson,"Jackson, Michigan Lansing, New Jersey Trenton"
472,"Texas Austin, Iowa Des Moines, Hawaii Honolulu, New Jersey Trenton, North Carolina Raleigh, Michigan Lansing, Wyoming",Cheyenne,"Cheyenne, Virginia Richmond, Maryland Annapolis, Illinois"
473,"Iowa Des Moines, Washington Olympia, Indiana Indianapolis, Oregon Salem, Kansas Topeka, Oklahoma Oklahoma City, Colorado",Denver,"Denver, Illinois Springfield, Minnesota St. Paul,"
474,"Ohio Columbus, New Jersey Trenton, Nebraska Lincoln, Minnesota St. Paul, Idaho Boise, Delaware Dover, Massachusetts",Boston,"Boston, Illinois Springfield, Indiana Indianapolis, Iowa Des"
475,"Idaho Boise, Nebraska Lincoln, Washington Olympia, New York Albany, Indiana Indianapolis, New Jersey Trenton, Arizona",Phoenix,"Phoenix, New Mexico Albuquerque, Missouri Jefferson City"
476,"Georgia Atlanta, California Sacramento, Oregon Salem, Wyoming Cheyenne, Arizona Phoenix, Missouri Jefferson City, Tennessee",Nashville,"Nashville, North Carolina Raleigh, Washington, D"
477,"Ohio Columbus, Alabama Montgomery, Wyoming Cheyenne, Minnesota St. Paul, Mississippi Jackson, Arizona Phoenix, Oklahoma",Oklahoma City,"Oklahoma City, South Dakota Sioux Falls, Oregon"
478,"Washington Olympia, Florida Tallahassee, Rhode Island Providence, Mississippi Jackson, Connecticut Hartford, Hawaii Honolulu, Delaware",Dover,"Dover, Louisiana Baton Rouge, Missouri Jefferson City"
479,"Virginia Richmond, New Hampshire Concord, South Dakota Pierre, Hawaii Honolulu, Mississippi Jackson, Indiana Indianapolis, Oklahoma",Oklahoma City,"City, Oklahoma Tulsa, Oklahoma Oklahoma City, South Dak"
480,"Georgia Atlanta, Iowa Des Moines, Maryland Annapolis, Oklahoma Oklahoma City, Vermont Montpelier, Oregon Salem, Wyoming",Cheyenne,"Cheyenne
The U.S. Supreme Court has"
481,"Mississippi Jackson, Massachusetts Boston, Kentucky Frankfort, Colorado Denver, Louisiana Baton Rouge, Oregon Salem, Oklahoma",Oklahoma City,"Oklahoma City, Alabama Birmingham, Indiana Indianapolis, Oregon"
482,"Louisiana Baton Rouge, Iowa Des Moines, Oklahoma Oklahoma City, Tennessee Nashville, North Carolina Raleigh, Ohio Columbus, Delaware",Dover,"Wilmington, Maryland Baltimore, Virginia Richmond, Georgia Atlanta"
483,"Georgia Atlanta, Illinois Springfield, Pennsylvania Harrisburg, Massachusetts Boston, New Mexico Santa Fe, Iowa Des Moines, Arizona",Phoenix,"Phoenix, Arizona
Bankruptcy Court: District of"
484,"Washington Olympia, Kansas Topeka, Idaho Boise, Utah Salt Lake City, Hawaii Honolulu, Michigan Lansing, Wyoming",Cheyenne,"Cheyenne, Montana Billings, North Dakota"
485,"Oregon Salem, Connecticut Hartford, Oklahoma Oklahoma City, Hawaii Honolulu, Georgia Atlanta, Missouri Jefferson City, Idaho",Boise,"Boise, Illinois Springfield, Louisiana Baton Rouge"
486,"Nevada Carson City, Virginia Richmond, Iowa Des Moines, Mississippi Jackson, Idaho Boise, Illinois Springfield, Utah",Salt Lake City,"Salt Lake City, Virginia
During the past few years"
487,"Colorado Denver, Nevada Carson City, Massachusetts Boston, Montana Helena, California Sacramento, Arizona Phoenix, Iowa",Des Moines,"Des Moines, Washington Olympia, Michigan Lansing"
488,"Idaho Boise, Alaska Juneau, New Jersey Trenton, Massachusetts Boston, Maine Augusta, Minnesota St. Paul, Hawaii",Honolulu,"Honolulu, South Dakota Rapid City, Ut"
489,"Indiana Indianapolis, Oklahoma Oklahoma City, Wyoming Cheyenne, Virginia Richmond, Florida Tallahassee, North Carolina Raleigh, New Jersey",Trenton,"Trenton, South Carolina Columbia, Tennessee Nashville,"
490,"Vermont Montpelier, New Hampshire Concord, Utah Salt Lake City, Arkansas Little Rock, Massachusetts Boston, Oregon Salem, Indiana",Indianapolis,"Indianapolis, Michigan Lansing, Ohio Columbus,"
491,"Pennsylvania Harrisburg, Rhode Island Providence, Maryland Annapolis, New Jersey Trenton, Arkansas Little Rock, Alabama Montgomery, Mississippi",Jackson,"Jackson, Louisiana Baton Rouge, Illinois Springfield,"
492,"South Dakota Pierre, Iowa Des Moines, Oklahoma Oklahoma City, Virginia Richmond, Georgia Atlanta, North Carolina Raleigh, Arkansas",Little Rock,"Little Rock, Texas Dallas, Arizona Phoenix, California Sacr"
493,"Mississippi Jackson, Oklahoma Oklahoma City, West Virginia Charleston, Missouri Jefferson City, Montana Helena, Colorado Denver, Arizona",Phoenix,"Phoenix, California Los Angeles, California Sacramento, California"
494,"Colorado Denver, Georgia Atlanta, Connecticut Hartford, Oregon Salem, North Dakota Bismarck, Iowa Des Moines, Mississippi",Jackson,"Jackson, New Mexico Santa Fe, New York Albany,"
495,"Mississippi Jackson, Colorado Denver, Maryland Annapolis, Missouri Jefferson City, North Carolina Raleigh, Idaho Boise, Indiana",Indianapolis,"Indianapolis, North Carolina Raleigh, Utah Salt"
496,"Kentucky Frankfort, Iowa Des Moines, New Hampshire Concord, Arkansas Little Rock, Georgia Atlanta, Nevada Carson City, Indiana",Indianapolis,"Indianapolis, Utah Salt Lake City, Idaho Bo"
497,"Virginia Richmond, Pennsylvania Harrisburg, Mississippi Jackson, Maryland Annapolis, Colorado Denver, Massachusetts Boston, Delaware",Dover,"Washington, Colorado Washington, District of Columbia Washington, District of"
498,"Rhode Island Providence, Ohio Columbus, Massachusetts Boston, Virginia Richmond, Iowa Des Moines, Texas Austin, Mississippi",Jackson,"Dallas, South Carolina Charlotte, Florida Tampa, San Diego"
499,"New Mexico Santa Fe, Indiana Indianapolis, Nevada Carson City, Wyoming Cheyenne, Massachusetts Boston, North Dakota Bismarck, Georgia",Atlanta,"Atlanta, Washington, D.C.
Arizona Phoenix"
